freq,word,pron,type1
2,近い,チカイ,形容詞
2,手際,テギワ,名詞
2,なけりゃ,ナケリャ,助動詞
2,まとめ,マトメ,動詞
2,片付い,カタズイ,動詞
2,片付け,カタズケ,動詞
2,勝てる,カテル,動詞
2,甘え,アマエ,動詞
2,むしろ,ムシロ,副詞
2,勘違い,カンチガイ,名詞
2,分の,ブンノ,名詞
2,手足,テアシ,名詞
2,グループ,グループ,名詞
2,付ける,ツケル,動詞
2,放し,ハナシ,動詞
2,何者,ナニモノ,名詞
2,みりゃ,ミリャ,動詞
2,健康,ケンコー,名詞
2,辞め,ヤメ,動詞
2,がむしゃら,ガムシャラ,名詞
2,世辞,セジ,名詞
2,泊まっ,トマッ,動詞
2,中身,ナカミ,名詞
2,すっかり,スッカリ,副詞
2,負ける,マケル,動詞
2,すっごい,スッゴイ,形容詞
2,無性に,ムショーニ,副詞
2,ほっと,ホット,副詞
2,承知,ショーチ,名詞
2,いただこ,イタダコ,動詞
2,倉庫,ソーコ,名詞
2,ほんと,ホント,感動詞
2,ほんの,ホンノ,連体詞
2,遺伝子,イデンシ,名詞
2,挑戦,チョーセン,名詞
2,出会い,デアイ,名詞
2,意外,イガイ,名詞
2,打つ,ウツ,動詞
2,打た,ウタ,動詞
2,勇気,ユーキ,名詞
2,払い,ハライ,動詞
2,リハーサル,リハーサル,名詞
2,卑怯,ヒキョー,名詞
2,午後,ゴゴ,名詞
2,再開,サイカイ,名詞
2,友人,ユージン,名詞
2,半年,ハントシ,名詞
2,半日,ハンニチ,名詞
2,無茶,ムチャ,名詞
2,我々,ワレワレ,名詞
2,号令,ゴーレイ,名詞
2,微細,ビサイ,名詞
2,戦っ,タタカッ,動詞
2,落ち着く,オチツク,動詞
2,レインボー,レインボー,名詞
2,戻り,モドリ,動詞
2,見せる,ミセル,動詞
2,犯人,ハンニン,名詞
2,過程,カテイ,名詞
2,見かけ,ミカケ,動詞
2,見える,ミエル,動詞
2,兄貴,アニキ,名詞
2,思い出,オモイデ,名詞
2,ややこしく,ヤヤコシク,形容詞
2,恋愛,レンアイ,名詞
2,爆弾,バクダン,名詞
2,通用,ツーヨー,名詞
2,勘弁,カンベン,名詞
2,無用,ムヨー,名詞
2,恋敵,コイガタキ,名詞
2,牛乳,ギューニュー,名詞
2,呼ば,ヨバ,動詞
2,却下,キャッカ,名詞
2,コンサート,コンサート,名詞
2,必死,ヒッシ,名詞
2,憶え,オボエ,動詞
2,飛び降り,トビオリ,動詞
2,都合,ツゴー,名詞
2,リサイタル,リサイタル,名詞
2,仕舞っ,シマッ,動詞
2,落ちる,オチル,動詞
2,凶暴,キョーボー,名詞
2,児童,ジドー,名詞
2,捨て,ステ,動詞
2,悲しむ,カナシム,動詞
2,手元,テモト,名詞
2,適当,テキトー,名詞
2,わかん,ワカン,動詞
2,及ば,オヨバ,動詞
2,無断,ムダン,名詞
2,重い,オモイ,形容詞
2,狭い,セマイ,形容詞
2,ドリブル,ドリブル,名詞
2,振り,フリ,動詞
2,成功,セイコー,名詞
2,古く,フルク,形容詞
2,始まる,ハジマル,動詞
2,叱ら,シカラ,動詞
2,ポスター,ポスター,名詞
2,進学,シンガク,名詞
2,向け,ムケ,動詞
2,見つけれ,ミツケレ,動詞
2,笑える,ワラエル,動詞
2,台無し,ダイナシ,名詞
2,退屈,タイクツ,名詞
2,クラスメート,クラスメート,名詞
2,関わる,カカワル,動詞
2,ボーイフレンド,ボーイフレンド,名詞
2,挑む,イドム,動詞
2,配っ,クバッ,動詞
2,日本人,ニッポンジン,名詞
2,配ろ,クバロ,動詞
2,認める,ミトメル,動詞
2,日本一,ニッポンイチ,名詞
2,感性,カンセイ,名詞
2,抱か,イダカ,動詞
2,つべこべ,ツベコベ,副詞
2,占っ,ウラナッ,動詞
2,投げ,ナゲ,動詞
2,後輩,コーハイ,名詞
2,うらやましい,ウラヤマシイ,形容詞
2,影響,エイキョー,名詞
2,態度,タイド,名詞
2,せんべい,センベイ,名詞
2,懐中,カイチュー,名詞
2,てりゃ,テリャ,動詞
2,帰れる,カエレル,動詞
2,どうし,ドーシ,名詞
2,演出,エンシュツ,名詞
2,運転,ウンテン,名詞
2,過言,カゴン,名詞
2,嘉兵衛,カヘー,名詞
2,テンション,テンション,名詞
2,金持ち,カネモチ,名詞
2,なごみ,ナゴミ,動詞
2,義理,ギリ,名詞
2,座っ,スワッ,動詞
2,つくづく,ツクズク,副詞
2,なのっ,ナノッ,動詞
2,脅迫,キョーハク,名詞
2,恩知らず,オンシラズ,名詞
2,胴体,ドータイ,名詞
2,連れ出し,ツレダシ,動詞
2,萎え,ナエ,動詞
2,お守り,オマモリ,名詞
2,お返し,オカエシ,名詞
2,広い,ヒロイ,形容詞
2,広げ,ヒロゲ,動詞
2,年上,トシウエ,名詞
2,により,ニヨリ,助詞
2,による,ニヨル,助詞
2,話し方,ハナシカタ,名詞
2,弾き,ハジキ,動詞
2,弾く,ヒク,動詞
2,ファイト,ファイト,名詞
2,唱える,トナエル,動詞
2,漢字,カンジ,名詞
2,思い出そ,オモイダソ,動詞
2,思い出さ,オモイダサ,動詞
2,リンゴ,リンゴ,名詞
2,どーも,ドーモ,感動詞
2,自習,ジシュー,名詞
2,はしら,ハシラ,動詞
2,良く,ヨク,形容詞
2,役に立つ,ヤクニタツ,動詞
2,対象,タイショー,名詞
2,引っかかっ,ヒッカカッ,動詞
2,マッチ,マッチ,名詞
2,びっくり,ビックリ,名詞
2,寮母,リョーボ,名詞
2,経験,ケイケン,名詞
2,ただいま,タダイマ,副詞
2,成り立ち,ナリタチ,名詞
2,ほとんど,ホトンド,副詞
2,煮る,ニル,動詞
2,与え,アタエ,動詞
2,素晴らしい,スバラシイ,形容詞
2,自体,ジタイ,名詞
2,逃げ出し,ニゲダシ,動詞
2,並ん,ナラン,動詞
2,閉じこめ,トジコメ,動詞
2,控えめ,ヒカエメ,名詞
2,封筒,フートー,名詞
2,そんなふうに,ソンナフーニ,副詞
2,張り切っ,ハリキッ,動詞
2,フォロー,フォロー,名詞
2,呼び捨て,ヨビステ,名詞
2,屋根,ヤネ,名詞
2,おっしゃる,オッシャル,動詞
2,学者,ガクシャ,名詞
2,からかっ,カラカッ,動詞
2,不安,フアン,名詞
2,混ぜ,マゼ,動詞
2,作ら,ツクラ,動詞
2,純粋,ジュンスイ,名詞
2,想っ,オモッ,動詞
2,温か,アタタカ,形容詞
2,惨め,ミジメ,名詞
2,渡さ,ワタサ,動詞
2,微妙,ビミョー,名詞
2,したっ,シタッ,動詞
2,ごまかし,ゴマカシ,動詞
2,おやすみ,オヤスミ,感動詞
2,惹か,ヒカ,動詞
2,繻子,シュス,名詞
2,作れる,ツクレル,動詞
2,ずばり,ズバリ,副詞
2,一切,イッサイ,名詞
2,ポイント,ポイント,名詞
2,いい加減,イーカゲン,名詞
2,悲し,カナシ,形容詞
2,じまお,ジマオ,動詞
2,悩み,ナヤミ,名詞
2,すでに,スデニ,副詞
2,たった今,タッタイマ,副詞
2,朝っぱら,アサッパラ,名詞
2,押しかけ,オシカケ,動詞
2,強引,ゴーイン,名詞
2,慌て,アワテ,動詞
2,永眠,エイミン,名詞
2,ハンバーグ,ハンバーグ,名詞
2,両方,リョーホー,名詞
2,主役,シュヤク,名詞
2,溜め,タメ,動詞
2,ずるい,ズルイ,形容詞
2,滅び,ホロビ,動詞
2,海外,カイガイ,名詞
2,面白かっ,オモシロカッ,形容詞
2,薙刀,ナギナタ,名詞
2,一方,イッポー,接続詞
2,聴い,キイ,動詞
2,愛さ,アイサ,動詞
2,主将,シュショー,名詞
2,そろっ,ソロッ,動詞
2,今さら,イマサラ,副詞
2,下手,ヘタ,名詞
2,例え,タトエ,動詞
2,不幸,フコー,名詞
2,ぜんぶ,ゼンブ,名詞
2,使う,ツカウ,動詞
2,使い,ズカイ,名詞
2,荒野,アラノ,名詞
2,管轄,カンカツ,名詞
2,たまに,タマニ,副詞
2,廊下,ローカ,名詞
2,たよっ,タヨッ,動詞
2,気軽,キガル,名詞
2,一瞬,イッシュン,名詞
2,洗濯,センタク,名詞
2,住人,ジューニン,名詞
2,人情,ニンジョー,名詞
2,きっかけ,キッカケ,名詞
2,今年,コトシ,名詞
2,薄かっ,ウスカッ,形容詞
2,たとえ,タトエ,副詞
2,人手,ヒトデ,名詞
2,たって,タッテ,助詞
2,要するに,ヨースルニ,副詞
2,得る,エル,動詞
2,後で,アトデ,副詞
2,成り行き,ナリユキ,名詞
2,待つ,マツ,動詞
2,っきり,ッキリ,名詞
2,単なる,タンナル,連体詞
2,コードネーム,コードネーム,名詞
2,ロシア,ロシア,名詞
2,ちまえ,チマエ,動詞
2,いいわけ,イーワケ,名詞
2,辛かっ,ツラカッ,形容詞
2,アイデア,アイデア,名詞
2,多かっ,オーカッ,形容詞
2,作戦,サクセン,名詞
2,食べる,タベル,動詞
2,休日,キュージツ,名詞
2,結晶,ケッショー,名詞
2,つくっ,ツクッ,動詞
2,つけろ,ツケロ,動詞
2,離れ,ハナレ,動詞
2,ついで,ツイデ,名詞
2,当分,トーブン,名詞
2,怖く,コワク,形容詞
2,仕業,シワザ,名詞
2,感じる,カンジル,動詞
2,前祝い,マエイワイ,名詞
2,関心,カンシン,名詞
2,若者,ワカモノ,名詞
2,ハッピーエンド,ハッピーエンド,名詞
2,薄い,ウスイ,形容詞
2,つらい,ツライ,形容詞
2,なんにも,ナンニモ,副詞
2,現れる,アラワレル,動詞
2,大学,ダイガク,名詞
2,目指そ,メザソ,動詞
2,管理,カンリ,名詞
2,次元,ジゲン,名詞
2,おかず,オカズ,名詞
2,おかけ,オカケ,名詞
2,いつの間に,イツノマニ,副詞
2,苦しい,クルシイ,形容詞
2,おいで,オイデ,名詞
2,ロマンチック,ロマンチック,名詞
2,マイペース,マイペース,名詞
2,封じ込め,フージコメ,動詞
2,いやー,イヤー,感動詞
2,名付け,ナズケ,動詞
2,馬の骨,ウマノホネ,名詞
2,中学校,チューガッコー,名詞
2,続い,ツズイ,動詞
2,手伝え,テツダエ,動詞
2,かぶっ,カブッ,動詞
2,かまわ,カマワ,動詞
2,教え子,オシエゴ,名詞
2,離婚,リコン,名詞
2,繋い,ツナイ,動詞
2,おねがい,オネガイ,名詞
2,集まり,アツマリ,動詞
2,天敵,テンテキ,名詞
2,出逢い,デアイ,動詞
2,小学生,ショーガクセイ,名詞
2,かかわる,カカワル,動詞
2,欠席,ケッセキ,名詞
2,おごり,オゴリ,名詞
2,おとなしく,オトナシク,形容詞
2,ナイフ,ナイフ,名詞
2,武器,ブキ,名詞
2,デート,デート,名詞
2,かえし,カエシ,動詞
2,おのれ,オノレ,名詞
2,当たら,アタラ,動詞
2,素人,シロート,名詞
2,お笑い,オワライ,名詞
2,おもえ,オモエ,動詞
2,集中,シューチュー,名詞
2,かつて,カツテ,副詞
2,おわっ,オワッ,動詞
2,毎年,マイトシ,名詞
2,好か,スカ,動詞
2,寝ぼけ,ネボケ,動詞
2,くれれ,クレレ,動詞
2,くるっ,クルッ,動詞
2,奪っ,ウバッ,動詞
2,うっとり,ウットリ,副詞
2,ズバリ,ズバリ,副詞
2,限界,ゲンカイ,名詞
2,流す,ナガス,動詞
2,流れ,ナガレ,名詞
2,基本,キホン,名詞
2,きれる,キレル,動詞
2,空気,クーキ,名詞
2,正当,セイトー,名詞
2,差し金,サシガネ,名詞
2,気付か,キズカ,動詞
2,ままごと,ママゴト,名詞
2,ちょうど,チョード,副詞
2,仲良い,ナカヨイ,形容詞
2,諦める,アキラメル,動詞
2,こりゃ,コリャ,感動詞
2,こわい,コワイ,形容詞
2,決まる,キマル,動詞
2,叶える,カナエル,動詞
2,さぼっ,サボッ,動詞
2,変わり,カワリ,動詞
2,変われ,カワレ,動詞
2,間違え,マチガエ,動詞
2,間違っ,マチガッ,動詞
2,決して,ケッシテ,副詞
2,青春,セイシュン,名詞
2,電灯,デントー,名詞
2,味わい,アジワイ,動詞
2,防衛,ボーエイ,名詞
2,ぬくもり,ヌクモリ,名詞
2,こすい,コスイ,形容詞
2,毎朝,マイアサ,名詞
2,ここら,ココラ,名詞
2,トレーナー,トレーナー,名詞
2,飲み,ノミ,動詞
2,物忘れ,モノワスレ,名詞
2,ダブル,ダブル,名詞
2,こもっ,コモッ,動詞
2,捕まえ,ツカマエ,動詞
2,ことし,コトシ,名詞
2,もう一度,モーイチド,副詞
2,迷い込ん,マヨイコン,動詞
2,多難,タナン,名詞
2,立体,リッタイ,名詞
2,許さ,ユルサ,動詞
2,許し,ユルシ,動詞
2,フェア,フェア,名詞
2,神経,シンケイ,名詞
2,ファン,ファン,名詞
2,ヒント,ヒント,名詞
2,確認,カクニン,名詞
2,パトロール,パトロール,名詞
2,コースター,コースター,名詞
2,祝福,シュクフク,名詞
2,行方,ユクエ,名詞
2,言お,イオ,動詞
2,訊か,キカ,動詞
2,衝撃,ショーゲキ,名詞
2,忙しく,イソガシク,形容詞
2,しあわせ,シアワセ,名詞
2,様々,サマザマ,名詞
2,解く,トク,動詞
2,サイボーグ,サイボーグ,名詞
2,触っ,サワッ,動詞
2,がんばれ,ガンバレ,動詞
2,ぶちまけ,ブチマケ,動詞
2,親切,シンセツ,名詞
2,ベスト,ベスト,名詞
2,それぞれ,ソレゾレ,名詞
2,それから,ソレカラ,接続詞
2,あさって,アサッテ,名詞
2,誓っ,チカッ,動詞
2,誓う,チカウ,動詞
2,楽器,ガッキ,名詞
2,誘い,サソイ,名詞
2,食事,ショクジ,名詞
2,完成,カンセイ,名詞
2,助っ人,スケット,名詞
2,お話し,オハナシ,名詞
2,スピーチ,スピーチ,名詞
2,容態,ヨーダイ,名詞
2,駆け回っ,カケマワッ,動詞
2,髪の毛,カミノケ,名詞
2,立っ,タッ,動詞
2,ものすごく,モノスゴク,形容詞
2,行事,ギョージ,名詞
2,守ら,マモラ,動詞
2,落ち込む,オチコム,動詞
2,売れ残っ,ウレノコッ,動詞
2,歌っ,ウタッ,動詞
2,安い,ヤスイ,形容詞
2,好物,コーブツ,名詞
2,眼鏡,メガネ,名詞
2,空い,アイ,動詞
2,驚か,オドロカ,動詞
2,寒い,サムイ,形容詞
2,可愛く,カワイク,形容詞
2,バトン,バトン,名詞
2,おっしゃ,オッシャ,動詞
2,殺す,コロス,動詞
2,やってき,ヤッテキ,動詞
2,やっつけ,ヤッツケ,動詞
2,覗い,ノゾイ,動詞
2,下がっ,サガッ,動詞
2,あらっ,アラッ,動詞
2,覚め,サメ,動詞
2,夢見,ユメミ,名詞
2,校門,コーモン,名詞
2,校長,コーチョー,名詞
2,笑え,ワラエ,動詞
2,止め,トメ,動詞
2,テーブル,テーブル,名詞
2,歩き,アルキ,動詞
2,高い,タカイ,形容詞
2,あげよ,アゲヨ,動詞
2,あたり,アタリ,名詞
2,死な,シナ,動詞
2,届か,トドカ,動詞
2,届け,トドケ,動詞
2,与える,アタエル,動詞
2,顔色,カオイロ,名詞
2,残り,ノコリ,動詞
2,残る,ノコル,動詞
1,腐れる,クサレル,動詞
1,泣かす,ナカス,動詞
1,ガタガタ,ガタガタ,名詞
1,つまらない,ツマラナイ,形容詞
1,相応しい,フサワシイ,形容詞
1,語りかけ,カタリカケ,動詞
1,発音,ハツオン,名詞
1,調整,チョーセイ,名詞
1,商業,ショーギョー,名詞
1,直視,チョクシ,名詞
1,大きかっ,オーキカッ,形容詞
1,新聞,シンブン,名詞
1,饒舌,ジョーゼツ,名詞
1,覚ませ,サマセ,動詞
1,覚める,サメル,動詞
1,答えろ,コタエロ,動詞
1,砂漠,サバク,名詞
1,答えよ,コタエヨ,動詞
1,警告,ケイコク,名詞
1,本名,ホンミョー,名詞
1,最大,サイダイ,名詞
1,ストライク,ストライク,名詞
1,喪失,ソーシツ,名詞
1,放送,ホーソー,名詞
1,飛躍,ヒヤク,名詞
1,無我夢中,ムガムチュー,名詞
1,木っ端,コッパ,名詞
1,切ない,セツナイ,形容詞
1,切なく,セツナク,形容詞
1,食べりゃ,タベリャ,動詞
1,生まれ変わっ,ウマレカワッ,動詞
1,確実,カクジツ,名詞
1,飲食,インショク,名詞
1,期待,キタイ,名詞
1,背負っ,セオッ,動詞
1,教頭,キョートー,名詞
1,苛立ち,イラダチ,動詞
1,責め,セメ,動詞
1,傾ける,カタムケル,動詞
1,おかしく,オカシク,形容詞
1,最新,サイシン,名詞
1,買わ,カワ,動詞
1,いやがっ,イヤガッ,動詞
1,台詞,ダイシ,名詞
1,下ごしらえ,シタゴシラエ,名詞
1,棘皮動物,キョクヒドーブツ,名詞
1,貼っ,ハッ,動詞
1,仕切り直し,シキリナオシ,名詞
1,分かん,ワカン,動詞
1,ちっとも,チットモ,副詞
1,先回り,サキマワリ,名詞
1,有志,ユーシ,名詞
1,放題,ホーダイ,名詞
1,要領,ヨーリョー,名詞
1,本屋,ホンヤ,名詞
1,曖昧,アイマイ,名詞
1,稼ぎ,カセギ,名詞
1,社会,シャカイ,名詞
1,吹っ飛ば,フットバ,動詞
1,スイッチ,スイッチ,名詞
1,減らし,ヘラシ,動詞
1,ばいいん,バイイン,名詞
1,危険,キケン,名詞
1,ダラダラ,ダラダラ,副詞
1,いただけれ,イタダケレ,動詞
1,解消,カイショー,名詞
1,こっそり,コッソリ,副詞
1,証明,ショーメイ,名詞
1,要素,ヨーソ,名詞
1,裸足,ハダシ,名詞
1,祈っ,イノッ,動詞
1,肩入れ,カタイレ,名詞
1,祈る,イノル,動詞
1,人だかり,ヒトダカリ,名詞
1,合羽,カッパ,名詞
1,ウェートレス,ウェートレス,名詞
1,診断,シンダン,名詞
1,真理,シンリ,名詞
1,告知,コクチ,名詞
1,右肩,ミギカタ,名詞
1,語尾,ゴビ,名詞
1,上がる,アガル,動詞
1,寝込ん,ネコン,動詞
1,他人行儀,タニンギョーギ,名詞
1,楽しん,タノシン,動詞
1,なにしろ,ナニシロ,副詞
1,頑張れよ,ガンバレヨ,動詞
1,気持ちいい,キモチイイ,形容詞
1,早業,ハヤワザ,名詞
1,誠実,セイジツ,名詞
1,アクセサリー,アクセサリー,名詞
1,しょぼくれ,ショボクレ,動詞
1,クレーン,クレーン,名詞
1,商品,ショーヒン,名詞
1,同時に,ドージニ,副詞
1,ワイルド,ワイルド,名詞
1,高価,コーカ,名詞
1,本体,ホンタイ,名詞
1,日直,ニッチョク,名詞
1,済まない,スマナイ,形容詞
1,巻き込む,マキコム,動詞
1,印象,インショー,名詞
1,作り上げ,ツクリアゲ,動詞
1,早起き,ハヤオキ,名詞
1,噛み,カミ,動詞
1,唱和,ショーワ,名詞
1,イメージアップ,イメージアップ,名詞
1,誰彼,ダレカレ,名詞
1,において,ニオイテ,助詞
1,語感,ゴカン,名詞
1,死にかけ,シニカケ,動詞
1,話し合う,ハナシアウ,動詞
1,話し合い,ハナシアイ,名詞
1,見知らぬ,ミシラヌ,連体詞
1,話し合っ,ハナシアッ,動詞
1,書写,ショシャ,名詞
1,うかがっ,ウカガッ,動詞
1,身の毛,ミノケ,名詞
1,選択肢,センタクシ,名詞
1,うかがい,ウカガイ,動詞
1,最低,サイテイ,名詞
1,そういった,ソウイッタ,連体詞
1,渡せる,ワタセル,動詞
1,収穫,シューカク,名詞
1,貫き通し,ツラヌキトーシ,動詞
1,最終,サイシュー,名詞
1,いまいち,イマイチ,副詞
1,後見人,コーケンニン,名詞
1,抜き打ち,ヌキウチ,名詞
1,シュークリーム,シュークリーム,名詞
1,任せる,マカセル,動詞
1,譲れ,ユズレ,動詞
1,是非,ゼヒ,名詞
1,まだまだ,マダマダ,副詞
1,人混み,ヒトゴミ,名詞
1,オートバイ,オートバイ,名詞
1,相楽,サガラ,名詞
1,訪問,ホーモン,名詞
1,同然,ドーゼン,名詞
1,ちなみに,チナミニ,接続詞
1,傷つく,キズツク,動詞
1,まちがっ,マチガッ,動詞
1,案内,アンナイ,名詞
1,またまた,マタマタ,副詞
1,いまだに,イマダニ,副詞
1,設定,セッテイ,名詞
1,背負い込む,ショイコム,動詞
1,ＯＫ,オーケイ,名詞
1,許容,キョヨー,名詞
1,終われ,オワレ,動詞
1,褒めろ,ホメロ,動詞
1,寝不足,ネブソク,名詞
1,真横,マヨコ,名詞
1,事務所,ジムショ,名詞
1,本職,ホンショク,名詞
1,魔法,マホー,名詞
1,本腰,ホンゴシ,名詞
1,わがまま,ワガママ,名詞
1,一眠り,ヒトネムリ,名詞
1,認可,ニンカ,名詞
1,本能,ホンノー,名詞
1,合格,ゴーカク,名詞
1,褒美,ホービ,名詞
1,カラオケ,カラオケ,名詞
1,どんどん,ドンドン,副詞
1,素振り,ソブリ,名詞
1,ひょっこり,ヒョッコリ,副詞
1,イタリア,イタリア,名詞
1,解決,カイケツ,名詞
1,図々し,ズーズーシ,形容詞
1,鮮度,センド,名詞
1,監督,カントク,名詞
1,視界,シカイ,名詞
1,咄嗟,トッサ,名詞
1,クリーム,クリーム,名詞
1,台本,ダイホン,名詞
1,ちっちゃい,チッチャイ,形容詞
1,目的,モクテキ,名詞
1,司書,シショ,名詞
1,キャラクター,キャラクター,名詞
1,開けっ放し,アケッパナシ,名詞
1,本棚,ホンダナ,名詞
1,本業,ホンギョー,名詞
1,ラブラブ,ラブラブ,名詞
1,同性,ドーセイ,名詞
1,登板,トーバン,名詞
1,喋っ,シャベッ,動詞
1,否定,ヒテイ,名詞
1,昔話,ムカシバナシ,名詞
1,本格,ホンカク,名詞
1,饅頭,マンジュー,名詞
1,喜べ,ヨロコベ,動詞
1,そうかい,ソーカイ,名詞
1,見境,ミサカイ,名詞
1,同情,ドージョー,名詞
1,そういや,ソーイヤ,接続詞
1,記事,キジ,名詞
1,アットホーム,アットホーム,名詞
1,見当,ケントー,名詞
1,ぜったい,ゼッタイ,名詞
1,気張っ,キバッ,動詞
1,ふんだんに,フンダンニ,副詞
1,異議,イギ,名詞
1,言いなり,イーナリ,名詞
1,少なくとも,スクナクトモ,副詞
1,お手玉,オテダマ,名詞
1,はしゃい,ハシャイ,動詞
1,同席,ドーセキ,名詞
1,命令,メイレイ,名詞
1,よりによって,ヨリニヨッテ,副詞
1,反撃,ハンゲキ,名詞
1,進学校,シンガクコー,名詞
1,べったり,ベッタリ,副詞
1,問い,トイ,名詞
1,取りはからっ,トリハカラッ,動詞
1,騒がしかっ,サワガシカッ,形容詞
1,覚悟,カクゴ,名詞
1,当たり障り,アタリサワリ,名詞
1,出せよ,ダセヨ,動詞
1,謝れ,アヤマレ,動詞
1,魅惑,ミワク,名詞
1,お礼,オレイ,名詞
1,ストレート,ストレート,名詞
1,前説,ゼンセツ,名詞
1,紛らわしい,マギラワシイ,形容詞
1,紛らわしく,マギラワシク,形容詞
1,反射,ハンシャ,名詞
1,反対,ハンタイ,名詞
1,ひと頑張り,ヒトガンバリ,名詞
1,双子,フタゴ,名詞
1,合同,ゴードー,名詞
1,けつまずきゃ,ケツマズキャ,動詞
1,角度,カクド,名詞
1,分野,ブンヤ,名詞
1,じっくり,ジックリ,副詞
1,そうして,ソーシテ,接続詞
1,親指,オヤユビ,名詞
1,各地,カクチ,名詞
1,裁縫,サイホー,名詞
1,シュール,シュール,名詞
1,つれない,ツレナイ,形容詞
1,日本語,ニホンゴ,名詞
1,ったらしい,ッタラシイ,形容詞
1,ピックアップ,ピックアップ,名詞
1,嬉しかっ,ウレシカッ,形容詞
1,ご苦労さん,ゴクローサン,感動詞
1,しょっちゅう,ショッチュー,副詞
1,外す,ハズス,動詞
1,合わせれ,アワセレ,動詞
1,とんでもなく,トンデモナク,形容詞
1,発射,ハッシャ,名詞
1,ジャム,ジャム,名詞
1,交差点,コーサテン,名詞
1,時に,トキニ,副詞
1,高野,タカノ,名詞
1,田舎,イナカ,名詞
1,帰り道,カエリミチ,名詞
1,掛け合っ,カケアッ,動詞
1,引っかけ,ヒッカケ,動詞
1,シャレ,シャレ,動詞
1,ション,ション,名詞
1,躍る,オドル,動詞
1,貴様,キサマ,名詞
1,暖かく,アタタカク,形容詞
1,失っ,ウシナッ,動詞
1,サンド,サンド,名詞
1,晴れ,ハレ,名詞
1,くすぐら,クスグラ,動詞
1,お菓子,オカシ,名詞
1,転じ,テンジ,動詞
1,ユニーク,ユニーク,名詞
1,シカト,シカト,名詞
1,団欒,ダンラン,名詞
1,生身,ナマミ,名詞
1,様子見,ヨースミ,名詞
1,盛り上がる,モリアガル,動詞
1,親しい,シタシイ,形容詞
1,貫目,カンメ,名詞
1,かっ飛ばし,カットバシ,動詞
1,用語,ヨーゴ,名詞
1,見過ごし,ミスゴシ,動詞
1,頑張ら,ガンバラ,動詞
1,研い,トイ,動詞
1,暗く,クラク,形容詞
1,惚れる,ホレル,動詞
1,ゴリラ,ゴリラ,名詞
1,すっからかん,スッカラカン,名詞
1,足元,アシモト,名詞
1,じいさん,ジーサン,名詞
1,文化,ブンカ,名詞
1,ゴール,ゴール,名詞
1,教壇,キョーダン,名詞
1,国民,コクミン,名詞
1,文句,モンク,名詞
1,売り,ウリ,動詞
1,直前,チョクゼン,名詞
1,新た,アラタ,名詞
1,断っ,コトワッ,動詞
1,賭け事,カケゴト,名詞
1,抱負,ホーフ,名詞
1,踏む,フム,動詞
1,踏ん,フン,動詞
1,言い換え,イーカエ,動詞
1,コンビ,コンビ,名詞
1,打ち上げ,ウチアゲ,動詞
1,コント,コント,名詞
1,取り返す,トリカエス,動詞
1,コーラ,コーラ,名詞
1,そうしたら,ソーシタラ,接続詞
1,絶え絶え,タエダエ,名詞
1,スクラム,スクラム,名詞
1,スケジュール,スケジュール,名詞
1,手放す,テバナス,動詞
1,捜索,ソーサク,名詞
1,ひっかかっ,ヒッカカッ,動詞
1,くたびれ,クタビレ,動詞
1,操作,ソーサ,名詞
1,早め,ハヤメ,名詞
1,課題,カダイ,名詞
1,早々,ソーソー,副詞
1,生物,セイブツ,名詞
1,着せ,キセ,動詞
1,比べれ,クラベレ,動詞
1,カリスマ,カリスマ,名詞
1,騒がせ,サワガセ,動詞
1,着々,チャクチャク,副詞
1,手入れ,テイレ,名詞
1,アメリカ,アメリカ,名詞
1,背伸び,セノビ,名詞
1,地味,ジミ,名詞
1,会える,アエル,動詞
1,固定,コテイ,名詞
1,めでたい,メデタイ,形容詞
1,コケる,コケル,動詞
1,塗っ,ヌッ,動詞
1,インパクト,インパクト,名詞
1,激しい,ハゲシイ,形容詞
1,寝心地,ネゴコチ,名詞
1,探究,タンキュー,名詞
1,病欠,ビョーケツ,名詞
1,貴方,アナタ,名詞
1,坊主,ボーズ,名詞
1,忌まわしい,イマワシイ,形容詞
1,ケーキ,ケーキ,名詞
1,案ずる,アンズル,動詞
1,飲み込む,ノミコム,動詞
1,クール,クール,名詞
1,贈呈,ゾーテイ,名詞
1,易い,ヤスイ,形容詞
1,してやっ,シテヤッ,動詞
1,招集,ショーシュー,名詞
1,してやれ,シテヤレ,動詞
1,まったく,マッタク,副詞
1,閉まっ,シマッ,動詞
1,珍しく,メズラシク,形容詞
1,つら,ツラ,形容詞
1,つれ,ツレ,動詞
1,回収,カイシュー,名詞
1,どい,ドイ,動詞
1,てよ,テヨ,動詞
1,では,デワ,接続詞
1,でく,デク,名詞
1,ちく,チク,名詞
1,っし,ッシ,助動詞
1,ちろ,チロ,動詞
1,美味い,ウマイ,形容詞
1,のせ,ノセ,動詞
1,はあ,ハー,感動詞
1,ねこ,ネコ,名詞
1,ばっ,バッ,動詞
1,はり,ハリ,動詞
1,はる,ハル,動詞
1,はじ,ハジ,名詞
1,はし,ハシ,名詞
1,のみ,ノミ,助詞
1,ばい,バイ,名詞
1,はな,ハナ,名詞
1,とわ,トワ,名詞
1,なぎ,ナギ,動詞
1,とり,トリ,動詞
1,とる,トル,動詞
1,なか,ナカ,名詞
1,どじ,ドジ,名詞
1,どけ,ドケ,動詞
1,どく,ドク,動詞
1,澄み渡る,スミワタル,動詞
1,どん,ドン,名詞
