freq,word,pron,type1
5,大きな,オーキナ,連体詞
5,作ろ,ツクロ,動詞
5,しかし,シカシ,接続詞
5,すまん,スマン,感動詞
5,じゃっ,ジャッ,動詞
5,任せ,マカセ,動詞
5,慣れ,ナレ,動詞
5,彼氏,カレシ,名詞
5,当然,トーゼン,副詞
5,不明,フメイ,名詞
5,愛し,アイシ,動詞
5,気づい,キズイ,動詞
5,使わ,ツカワ,動詞
5,恋人,コイビト,名詞
5,だから,ダカラ,接続詞
5,一生,イッショー,名詞
5,一番,イチバン,名詞
5,待た,マタ,動詞
5,人形,ニンギョー,名詞
5,何だか,ナンダカ,副詞
5,隠し,カクシ,動詞
5,保健,ホケン,名詞
5,さっさと,サッサト,副詞
5,人気,ニンキ,名詞
5,幻想,ゲンソー,名詞
5,うわっ,ウワッ,動詞
5,童話,ドーワ,名詞
5,えらい,エライ,形容詞
5,嫌わ,キラワ,動詞
5,泣か,ナカ,動詞
5,泣い,ナイ,動詞
5,行け,イケ,動詞
5,ラグビー,ラグビー,名詞
5,残念,ザンネン,名詞
5,きれい,キレイ,名詞
5,正直,ショージキ,名詞
5,消え,キエ,動詞
5,について,ニツイテ,助詞
5,ほっとけ,ホットケ,動詞
5,誰か,ダレカ,名詞
5,校舎,コーシャ,名詞
5,様子,ヨース,名詞
5,それとも,ソレトモ,接続詞
5,バスケットボール,バスケットボール,名詞
5,いやぁ,イヤー,感動詞
5,行動,コードー,名詞
5,居る,イル,動詞
5,残っ,ノコッ,動詞
4,にぎやか,ニギヤカ,名詞
4,説教,セッキョー,名詞
4,お金,オカネ,名詞
4,困る,コマル,動詞
4,買い,カイ,動詞
4,祐介,ユースケ,名詞
4,告白,コクハク,名詞
4,上がら,アガラ,動詞
4,楽しみ,タノシミ,名詞
4,目標,モクヒョー,名詞
4,有紀,ユーキ,名詞
4,終わら,オワラ,動詞
4,本物,ホンモノ,名詞
4,話しかけ,ハナシカケ,動詞
4,勧誘,カンユー,名詞
4,構え,カマエ,動詞
4,はじめて,ハジメテ,副詞
4,衣装,イショー,名詞
4,時々,トキドキ,副詞
4,知れ,シレ,動詞
4,サボっ,サボッ,動詞
4,サイン,サイン,名詞
4,お昼,オヒル,名詞
4,ケンカ,ケンカ,名詞
4,してやろ,シテヤロ,動詞
4,だり,ダリ,助詞
4,つき,ツキ,動詞
4,つく,ツク,動詞
4,散歩,サンポ,名詞
4,とれ,トレ,動詞
4,なろ,ナロ,動詞
4,にゃ,ニャ,助詞
4,むぎ,ムギ,名詞
4,みろ,ミロ,動詞
4,いこ,イコ,動詞
4,くそ,クソ,接頭詞
4,えー,エー,フィラー
4,かな,カナ,名詞
4,おく,オク,動詞
4,しっ,シッ,動詞
4,こん,コン,名詞
4,来ら,キタラ,動詞
4,来い,コイ,動詞
4,ずつ,ズツ,助詞
4,しま,シマ,名詞
4,しゃ,シャ,動詞
4,すげ,スゲ,動詞
4,らっしゃい,ラッシャイ,動詞
4,日曜,ニチヨー,名詞
4,いらっしゃる,イラッシャル,動詞
4,常習犯,ジョーシューハン,名詞
4,理由,リユー,名詞
4,アリ,アリ,名詞
4,ケガ,ケガ,名詞
4,リラックス,リラックス,名詞
4,似合う,ニアウ,動詞
4,全員,ゼンイン,名詞
4,よけれ,ヨケレ,形容詞
4,疲れ,ツカレ,動詞
4,優勝,ユーショー,名詞
4,感覚,カンカク,名詞
4,遠く,トーク,名詞
4,意見,イケン,名詞
4,選ん,エラン,動詞
4,偶然,グーゼン,名詞
4,生まれる,ウマレル,動詞
4,進ん,ススン,動詞
4,交通,コーツー,名詞
4,迎え,ムカエ,動詞
4,迷っ,マヨッ,動詞
4,甘い,アマイ,形容詞
4,まるで,マルデ,副詞
4,状況,ジョーキョー,名詞
4,切れ,ギレ,名詞
4,よろしけれ,ヨロシケレ,形容詞
4,人達,ヒトタチ,名詞
4,体育,タイイク,名詞
4,不足,フソク,名詞
4,一部,イチブ,名詞
4,才能,サイノー,名詞
4,いつの間にか,イツノマニカ,副詞
4,状態,ジョータイ,名詞
4,入る,ハイル,動詞
4,参上,サンジョー,名詞
4,入院,ニューイン,名詞
4,我が,ワガ,連体詞
4,連絡,レンラク,名詞
4,役者,ヤクシャ,名詞
4,やる気,ヤルキ,名詞
4,呼び,ヨビ,動詞
4,憧れ,アコガレ,動詞
4,入部,ニューブ,名詞
4,落とし,オトシ,動詞
4,日曜日,ニチヨービ,名詞
4,取る,トル,動詞
4,取ら,トラ,動詞
4,おかえりなさい,オカエリナサイ,感動詞
4,制服,セイフク,名詞
4,始める,ハジメル,動詞
4,内緒,ナイショ,名詞
4,引っ張っ,ヒッパッ,動詞
4,通学,ツーガク,名詞
4,あるいは,アルイワ,接続詞
4,ありがと,アリガト,感動詞
4,レギュラー,レギュラー,名詞
4,付き合う,ツキアウ,動詞
4,進路,シンロ,名詞
4,落ち,オチ,動詞
4,良い,ヨイ,形容詞
4,切り抜い,キリヌイ,動詞
4,引く,ヒク,動詞
4,ばっか,バッカ,助詞
4,美人,ビジン,名詞
4,学生,ガクセイ,名詞
4,寂しい,サビシイ,形容詞
4,マーク,マーク,名詞
4,美少女,ビショージョ,名詞
4,店番,ミセバン,名詞
4,大げさ,オーゲサ,名詞
4,挙げる,アゲル,動詞
4,開け,アケ,動詞
4,一体,イッタイ,名詞
4,任し,マカシ,動詞
4,応援,オーエン,名詞
4,不器用,ブキヨー,名詞
4,そちら,ソチラ,名詞
4,聞き,キキ,動詞
4,後ろ,ウシロ,名詞
4,ちまう,チマウ,動詞
4,レベル,レベル,名詞
4,隠さ,カクサ,動詞
4,ていう,テユウ,助詞
4,式場,シキジョー,名詞
4,燃やし,モヤシ,動詞
4,とおり,トーリ,名詞
4,怒ら,オコラ,動詞
4,荷物,ニモツ,名詞
4,できれ,デキレ,動詞
4,可哀想,カワイソー,名詞
4,今朝,ケサ,名詞
4,地雷,ジライ,名詞
4,目指し,メザシ,動詞
4,手作り,テズクリ,名詞
4,静か,シズカ,名詞
4,続く,ツズク,動詞
4,続き,ツズキ,名詞
4,頼み,タノミ,名詞
4,サッカー,サッカー,名詞
4,えーと,エート,フィラー
4,えーッ,エーッ,感動詞
4,テレビ,テレビ,名詞
4,失敗,シッパイ,名詞
4,如来,ニョライ,名詞
4,うーん,ウーン,感動詞
4,天気,テンキ,名詞
4,武具,ブグ,名詞
4,下級生,カキューセイ,名詞
4,立派,リッパ,名詞
4,さてと,サテト,感動詞
4,こらぁ,コラー,感動詞
4,変わら,カワラ,動詞
4,間違い,マチガイ,名詞
4,ごらん,ゴラン,名詞
4,夢中,ムチュー,名詞
4,完全,カンゼン,名詞
4,構わ,カマワ,動詞
4,婚約,コンヤク,名詞
4,禁止,キンシ,名詞
4,宇宙,ウチュー,名詞
4,調べ,シラベ,動詞
4,読ま,ヨマ,動詞
4,誘っ,サソッ,動詞
4,かえって,カエッテ,副詞
4,立ち,タチ,動詞
4,過ごし,スゴシ,動詞
4,買い物,カイモノ,名詞
4,馬具,バグ,名詞
4,柔道,ジュードー,名詞
4,チャンス,チャンス,名詞
4,そろそろ,ソロソロ,副詞
4,ううん,ウーン,感動詞
4,寝る,ネル,動詞
4,いずれ,イズレ,名詞
4,音響,オンキョー,名詞
4,いっか,イッカ,名詞
4,続ける,ツズケル,動詞
4,いいっ,イイッ,形容詞
4,残し,ノコシ,動詞
3,もしもし,モシモシ,感動詞
3,東京,トーキョー,名詞
3,不自然,フシゼン,名詞
3,泣ける,ナケル,動詞
3,覚ます,サマス,動詞
3,エッチ,エッチ,名詞
3,条件,ジョーケン,名詞
3,時空,ジクー,名詞
3,いやいや,イヤイヤ,名詞
3,ぼんやり,ボンヤリ,名詞
3,回っ,マワッ,動詞
3,旅行,リョコー,名詞
3,いただける,イタダケル,動詞
3,右腕,ウワン,名詞
3,可能,カノー,名詞
3,参考,サンコー,名詞
3,アウト,アウト,名詞
3,複雑,フクザツ,名詞
3,評判,ヒョーバン,名詞
3,呪文,ジュモン,名詞
3,味方,ミカタ,名詞
3,ＣＤ,シーディー,名詞
3,うれしかっ,ウレシカッ,形容詞
3,幼稚園,ヨーチエン,名詞
3,どんなに,ドンナニ,副詞
3,記念,キネン,名詞
3,即答,ソクトー,名詞
3,格好,カッコー,名詞
3,母さん,カーサン,名詞
3,喜び,ヨロコビ,動詞
3,お腹,オナカ,名詞
3,証人,ショーニン,名詞
3,反応,ハンノー,名詞
3,校則,コーソク,名詞
3,口実,コージツ,名詞
3,ますます,マスマス,副詞
3,謝ら,アヤマラ,動詞
3,謝っ,アヤマッ,動詞
3,メンバー,メンバー,名詞
3,多く,オーク,名詞
3,夕べ,ユーベ,名詞
3,変え,カエ,動詞
3,賛成,サンセイ,名詞
3,盛り上げる,モリアゲル,動詞
3,めっちゃ,メッチャ,副詞
3,しつこい,シツコイ,形容詞
3,土曜,ドヨー,名詞
3,頑張る,ガンバル,動詞
3,頑張ろ,ガンバロ,動詞
3,支度,シタク,名詞
3,器用,キヨー,名詞
3,指輪,ユビワ,名詞
3,受ける,ウケル,動詞
3,てっ,テッ,動詞
3,てぇ,テー,助動詞
3,てろ,テロ,動詞
3,だれ,ダレ,名詞
3,だら,ダラ,助動詞
3,のっ,ノッ,動詞
3,どー,ドー,副詞
3,とん,トン,動詞
3,ども,ドモ,名詞
3,ふむ,フム,動詞
3,ぶん,ブン,名詞
3,へっ,ヘッ,感動詞
3,まて,マテ,動詞
3,みれ,ミレ,動詞
3,ほれ,ホレ,動詞
3,用意,ヨーイ,名詞
3,いろ,イロ,動詞
3,懐かしい,ナツカシイ,形容詞
3,いよ,イヨ,動詞
3,うい,ウイ,動詞
3,あい,アイ,動詞
3,あう,アウ,動詞
3,あぁ,アー,感動詞
3,誤解,ゴカイ,名詞
3,きみ,キミ,名詞
3,おり,オリ,動詞
3,かね,カネ,動詞
3,おら,オラ,動詞
3,かぁ,カー,助詞
3,おう,オウ,動詞
3,さえ,サエ,助詞
3,ごと,ゴト,名詞
3,さっ,サッ,動詞
3,こっ,コッ,動詞
3,すま,スマ,動詞
3,すみ,スミ,動詞
3,土曜日,ドヨービ,名詞
3,眠り,ネムリ,動詞
3,なんとなく,ナントナク,副詞
3,話題,ワダイ,名詞
3,いらっしゃら,イラッシャラ,動詞
3,繰り返し,クリカエシ,名詞
3,喫茶店,キッサテン,名詞
3,ネコ,ネコ,名詞
3,ハイ,ハイ,名詞
3,ヘタ,ヘタ,名詞
3,救急,キューキュー,名詞
3,預かっ,アズカッ,動詞
3,パス,パス,名詞
3,キミ,キミ,名詞
3,ゼロ,ゼロ,名詞
3,らん,ラン,名詞
3,らい,ライ,名詞
3,らし,ラシ,助動詞
3,似合い,ニアイ,動詞
3,拍手,ハクシュ,名詞
3,いったい,イッタイ,副詞
3,光景,コーケイ,名詞
3,ほんとに,ホントニ,副詞
3,勝ち,ガチ,名詞
3,動い,ウゴイ,動詞
3,剃り,スリ,動詞
3,遅れ,オクレ,動詞
3,遅い,オソイ,形容詞
3,遊ぶ,アソブ,動詞
3,余裕,ヨユー,名詞
3,余計,ヨケイ,副詞
3,理屈,リクツ,名詞
3,起きろ,オキロ,動詞
3,休部,キューブ,名詞
3,送っ,オクッ,動詞
3,入れる,イレル,動詞
3,やっと,ヤット,副詞
3,通っ,カヨッ,動詞
3,特許,トッキョ,名詞
3,やめろ,ヤメロ,動詞
3,チェンジ,チェンジ,名詞
3,冷え,ヒエ,動詞
3,間に合わ,マニアワ,動詞
3,物置,モノオキ,名詞
3,まとも,マトモ,名詞
3,見逃し,ミノガシ,動詞
3,迷い,マヨイ,動詞
3,まずい,マズイ,形容詞
3,まずは,マズワ,接続詞
3,出ろ,シュツロ,名詞
3,侵略,シンリャク,名詞
3,犠牲,ギセイ,名詞
3,位置,イチ,名詞
3,身体,シンタイ,名詞
3,放っ,ハナッ,動詞
3,優し,ヤサシ,形容詞
3,親衛隊,シンエイタイ,名詞
3,キューピッド,キューピッド,名詞
3,居留守,イルス,名詞
3,言い方,イーカタ,名詞
3,アドバイス,アドバイス,名詞
3,払っ,ハラッ,動詞
3,心臓,シンゾー,名詞
3,分裂,ブンレツ,名詞
3,コンクール,コンクール,名詞
3,しゃべっ,シャベッ,動詞
3,戻る,モドル,動詞
3,もともと,モトモト,副詞
3,のんびり,ノンビリ,副詞
3,悪戯,イタズラ,名詞
3,危ない,アブナイ,形容詞
3,心理,シンリ,名詞
3,十分,ジューブン,名詞
3,協力,キョーリョク,名詞
3,必殺,ヒッサツ,名詞
3,年間,ネンカン,名詞
3,効果,コーカ,名詞
3,照明,ショーメイ,名詞
3,怪我,ケガ,名詞
3,見つかっ,ミツカッ,動詞
3,見つから,ミツカラ,動詞
3,都会,トカイ,名詞
3,悲しみ,カナシミ,動詞
3,取れ,トレ,動詞
3,もしかして,モシカシテ,副詞
3,振っ,フッ,動詞
3,古い,フルイ,形容詞
3,叶え,カナエ,動詞
3,逃げろ,ニゲロ,動詞
3,始まっ,ハジマッ,動詞
3,挙げ,アゲ,動詞
3,合っ,アッ,動詞
3,合い,アイ,動詞
3,向い,ムイ,動詞
3,全校,ゼンコー,名詞
3,温かく,アタタカク,形容詞
3,あらゆる,アラユル,連体詞
3,配り,クバリ,動詞
3,拾っ,ヒロッ,動詞
3,持つ,モツ,動詞
3,感心,カンシン,名詞
3,思わず,オモワズ,副詞
3,少ない,スクナイ,形容詞
3,距離,キョリ,名詞
3,付き合え,ツキアエ,動詞
3,出席,シュッセキ,名詞
3,無事,ブジ,名詞
3,押し,オシ,動詞
3,職員,ショクイン,名詞
3,実際,ジッサイ,副詞
3,背中,セナカ,名詞
3,浜辺,ハマベ,名詞
3,演奏,エンソー,名詞
3,よっしゃ,ヨッシャ,感動詞
3,週間,シューカン,名詞
3,過酷,カコク,名詞
3,なんと,ナント,副詞
3,自由,ジユー,名詞
3,弾け,ヒケ,動詞
3,うろつい,ウロツイ,動詞
3,っぱなし,ッパナシ,名詞
3,片っ端,カタッパシ,名詞
3,この間,コノカン,名詞
3,うるさい,ウルサイ,形容詞
3,役に立ち,ヤクニタチ,動詞
3,引い,ヒイ,動詞
3,不可能,フカノー,名詞
3,何もかも,ナニモカモ,副詞
3,ボール,ボール,名詞
3,詳しい,クワシイ,形容詞
3,詳しく,クワシク,形容詞
3,はやっ,ハヤッ,動詞
3,ペース,ペース,名詞
3,上っ,ノボッ,動詞
3,銀河,ギンガ,名詞
3,人々,ヒトビト,名詞
3,付い,ツイ,動詞
3,ぶつけ,ブツケ,動詞
3,代っ,カワッ,動詞
3,荒れ,アレ,動詞
3,自己,ジコ,名詞
3,綺麗,キレイ,名詞
3,おっしゃっ,オッシャッ,動詞
3,野郎,ヤロー,名詞
3,オッパイ,オッパイ,名詞
3,お呼び,オヨビ,名詞
3,大した,タイシタ,連体詞
3,済む,スム,動詞
3,カッコイイ,カッコイイ,形容詞
3,決心,ケッシン,名詞
3,英語,エイゴ,名詞
3,芳野,ヨシノ,名詞
3,しょっ,ショッ,動詞
3,惚れ,ホレ,動詞
3,しかた,シカタ,名詞
3,によって,ニヨッテ,助詞
3,伝え,ツタエ,動詞
3,愛する,アイスル,動詞
3,直ちに,タダチニ,副詞
3,悩ん,ナヤン,動詞
3,休む,ヤスム,動詞
3,満ち,ミチ,動詞
3,並木,ナミキ,名詞
3,注意,チューイ,名詞
3,母親,ハハオヤ,名詞
3,耐え,タエ,動詞
3,真面目,マジメ,名詞
3,当日,トージツ,名詞
3,徹夜,テツヤ,名詞
3,中心,チューシン,名詞
3,そっと,ソット,副詞
3,得意,トクイ,名詞
3,中学,チューガク,名詞
3,へいへい,ヘイヘイ,副詞
3,話せる,ハナセル,動詞
3,イライラ,イライラ,名詞
3,自覚,ジカク,名詞
3,必ず,カナラズ,副詞
3,納得,ナットク,名詞
3,河童,カッパ,名詞
3,おやすみなさい,オヤスミナサイ,感動詞
3,展開,テンカイ,名詞
3,差し入れ,サシイレ,名詞
3,永遠,エイエン,名詞
3,以外,イガイ,名詞
3,ルール,ルール,名詞
3,今夜,コンヤ,名詞
3,自身,ジシン,名詞
3,倒し,タオシ,動詞
3,結果,ケッカ,名詞
3,休止,キューシ,名詞
3,駆けつけ,カケツケ,動詞
3,っぽい,ッポイ,形容詞
3,ついに,ツイニ,副詞
3,粉米,コゴメ,名詞
3,今更,イマサラ,名詞
3,なんとか,ナントカ,副詞
3,夫妻,フサイ,名詞
3,えぐっ,エグッ,動詞
3,コーヒー,コーヒー,名詞
3,求め,モトメ,動詞
3,立てる,タテル,動詞
3,ぜんぜん,ゼンゼン,副詞
3,変態,ヘンタイ,名詞
3,正しい,タダシイ,形容詞
3,トイレ,トイレ,名詞
3,ストップ,ストップ,名詞
3,かわり,カワリ,名詞
3,きたっ,キタッ,動詞
3,ナイス,ナイス,名詞
3,かかっ,カカッ,動詞
3,かかる,カカル,動詞
3,妖怪,ヨーカイ,名詞
3,当たっ,アタッ,動詞
3,かなう,カナウ,動詞
3,毎度,マイド,名詞
3,ありがたい,アリガタイ,形容詞
3,プレッシャー,プレッシャー,名詞
3,地球,チキュー,名詞
3,気合,キアイ,名詞
3,流さ,ナガサ,動詞
3,面倒,メンドー,名詞
3,正式,セイシキ,名詞
3,願い,ネガイ,名詞
3,突然,トツゼン,副詞
3,センス,センス,名詞
3,ウミウシ,ウミウシ,名詞
3,おーい,オーイ,感動詞
3,決める,キメル,動詞
3,仲良し,ナカヨシ,名詞
3,決まり,キマリ,動詞
3,叶えよ,カナエヨ,動詞
3,変わる,カワル,動詞
3,タッチ,タッチ,名詞
3,そこはかとなく,ソコハカトナク,形容詞
3,ダブっ,ダブッ,動詞
3,大体,ダイタイ,名詞
3,飛ん,トン,動詞
3,変える,カエル,動詞
3,食わ,クワ,動詞
3,紛れ,マギレ,動詞
3,許せ,ユルセ,動詞
3,最近,サイキン,名詞
3,無関係,ムカンケイ,名詞
3,賑やか,ニギヤカ,名詞
3,ほっとい,ホットイ,動詞
3,がんばり,ガンバリ,動詞
3,読み,ヨミ,動詞
3,安心,アンシン,名詞
3,家庭,カテイ,名詞
3,風呂,フロ,名詞
3,ラッキー,ラッキー,名詞
3,朝食,チョーショク,名詞
3,立て,タテ,動詞
3,ものすごい,モノスゴイ,形容詞
3,恐ろしい,オソロシイ,形容詞
3,嫌がらせ,イヤガラセ,名詞
3,ホームラン,ホームラン,名詞
3,研究,ケンキュー,名詞
3,驚く,オドロク,動詞
3,弾ける,ハジケル,動詞
3,嫌がっ,イヤガッ,動詞
3,寄っ,ヨッ,動詞
3,ハンデ,ハンデ,名詞
3,科学,カガク,名詞
3,いっき,イッキ,名詞
3,いたく,イタク,形容詞
3,いたっ,イタッ,動詞
3,順調,ジュンチョー,名詞
3,笑っ,ワラッ,動詞
3,機会,キカイ,名詞
3,あまえ,アマエ,動詞
3,あっち,アッチ,名詞
3,ハート,ハート,名詞
3,あさっ,アサッ,動詞
3,ハープ,ハープ,名詞
3,呼び込み,ヨビコミ,動詞
3,あそこ,アソコ,名詞
3,死ん,シン,動詞
3,死ぬ,シヌ,動詞
3,届く,トドク,動詞
3,届い,トドイ,動詞
3,太郎,タロー,名詞
3,スポーツ,スポーツ,名詞
2,覚まし,サマシ,動詞
2,ウワサ,ウワサ,名詞
2,お隣,オトナリ,名詞
2,名誉,メイヨ,名詞
2,固い,カタイ,形容詞
2,看護,カンゴ,名詞
2,高度,コード,名詞
2,確定,カクテイ,名詞
2,魅力,ミリョク,名詞
2,困ら,コマラ,動詞
2,書斎,ショサイ,名詞
2,囲ま,カコマ,動詞
2,困っ,コマッ,動詞
2,おかしい,オカシイ,形容詞
2,おかしな,オカシナ,連体詞
2,貸さ,カサ,動詞
2,貸す,カス,動詞
2,回し,マワシ,動詞
2,礼儀,レイギ,名詞
2,おおげさ,オーゲサ,名詞
2,杉坂,スギサカ,名詞
2,ドキドキ,ドキドキ,名詞
2,分かち,ワカチ,動詞
2,ろくでなし,ロクデナシ,名詞
2,証拠,ショーコ,名詞
2,発言,ハツゲン,名詞
2,たんじょう,タンジョー,名詞
2,香気,コーキ,名詞
2,文章,ブンショー,名詞
2,言い出す,イーダス,動詞
2,商売,ショーバイ,名詞
2,決めつけ,キメツケ,動詞
2,突き止め,ツキトメ,動詞
2,兄さん,ニーサン,名詞
2,暴力,ボーリョク,名詞
2,昼休み,ヒルヤスミ,名詞
2,可愛らしい,カワイラシイ,形容詞
2,噛ん,カン,動詞
2,お似合い,オニアイ,名詞
2,時期,ジキ,名詞
2,計画,ケイカク,名詞
2,こだわる,コダワル,動詞
2,顔面,ガンメン,名詞
2,反省,ハンセイ,名詞
2,任せろ,マカセロ,動詞
2,傷つけ,キズツケ,動詞
2,解散,カイサン,名詞
2,ご用,ゴヨー,名詞
2,観測,カンソク,名詞
2,医者,イシャ,名詞
2,名案,メイアン,名詞
2,構い,カマイ,動詞
2,構っ,カマッ,動詞
2,根性,コンジョー,名詞
2,昼飯,ヒルメシ,名詞
2,見学,ケンガク,名詞
2,早速,サッソク,副詞
2,早退,ソータイ,名詞
2,登校,トーコー,名詞
2,出会っ,デアッ,動詞
2,親子,オヤコ,名詞
2,こんばんは,コンバンワ,名詞
2,忘れ物,ワスレモノ,名詞
2,日記,ニッキ,名詞
2,真実,シンジツ,名詞
2,相性,アイショー,名詞
2,謝り,アヤマリ,動詞
2,謝る,アヤマル,動詞
2,前途,ゼント,名詞
2,直接,チョクセツ,名詞
2,新鮮,シンセン,名詞
2,唱え,トナエ,動詞
2,恥ずかし,ハズカシ,形容詞
2,ヶ月,カゲツ,名詞
2,見方,ミカタ,名詞
2,景色,ケシキ,名詞
2,親戚,シンセキ,名詞
2,去年,キョネン,名詞
2,外れ,ハズレ,動詞
2,合わせる,アワセル,動詞
2,ジャブ,ジャブ,名詞
2,シート,シート,名詞
2,知る,シル,動詞
2,蹴ら,ケラ,動詞
2,聞かさ,キカサ,動詞
2,蹴っ,ケッ,動詞
2,お先,オサキ,名詞
2,推薦,スイセン,名詞
2,発声,ハッセイ,名詞
2,登場,トージョー,名詞
2,だんだん,ダンダン,副詞
2,ダストシュート,ダストシュート,名詞
2,壊れ,コワレ,動詞
2,盛大,セイダイ,名詞
2,真似,マネ,名詞
2,サボる,サボル,動詞
2,売っ,ウッ,動詞
2,打順,ダジュン,名詞
2,コート,コート,名詞
2,こんなにも,コンナニモ,副詞
2,ひっかかる,ヒッカカル,動詞
2,くださる,クダサル,動詞
2,ゲーム,ゲーム,名詞
2,やりとり,ヤリトリ,名詞
2,病気,ビョーキ,名詞
2,激しく,ハゲシク,形容詞
2,お家,オイエ,名詞
2,してやる,シテヤル,動詞
2,精一杯,セイイッパイ,名詞
2,噴水,フンスイ,名詞
2,月曜日,ゲツヨービ,名詞
2,てか,テカ,接続詞
2,てれ,テレ,動詞
2,でっ,デッ,動詞
2,つっ,ツッ,動詞
2,堂々,ドードー,副詞
2,つか,ツカ,動詞
2,ねッ,ネッ,助詞
2,はね,ハネ,動詞
2,ばく,バク,名詞
2,とろ,トロ,形容詞
2,どの,ドノ,連体詞
2,なき,ナキ,助動詞
2,など,ナド,助詞
2,どぉ,ドー,副詞
2,まい,マイ,助動詞
2,直し,ナオシ,動詞
2,べつ,ベツ,名詞
2,へん,ヘン,名詞
2,わすれろ,ワスレロ,動詞
2,うま,ウマ,形容詞
2,うた,ウタ,動詞
2,うそ,ウソ,名詞
2,いん,イン,動詞
2,いり,イリ,動詞
2,いざ,イザ,副詞
2,あろ,アロ,助動詞
2,あな,アナ,名詞
2,あけ,アケ,動詞
2,くせ,クセ,名詞
2,きれ,キレ,動詞
2,きく,キク,動詞
2,がら,ガラ,動詞
2,かよ,カヨ,名詞
2,かま,カマ,名詞
2,かさ,カサ,動詞
2,かし,カシ,動詞
2,おや,オヤ,感動詞
2,かつ,カツ,接続詞
2,おこ,オコ,動詞
2,おし,オシ,形容詞
2,おいしい,オイシイ,形容詞
2,おいしく,オイシク,形容詞
2,さま,サマ,名詞
2,しす,シス,動詞
2,さけ,サケ,動詞
2,こり,コリ,動詞
2,走っ,ハシッ,動詞
2,さて,サテ,接続詞
2,ごい,ゴイ,名詞
2,たし,タシ,動詞
2,だい,ダイ,名詞
2,だせ,ダセ,動詞
2,せよ,セヨ,動詞
2,せん,セン,名詞
2,せれ,セレ,動詞
2,ぜひ,ゼヒ,副詞
2,ずっ,ズッ,動詞
2,すら,スラ,助詞
2,走れ,ハシレ,動詞
2,すい,スイ,動詞
2,すぅ,スー,形容詞
2,しょ,ショ,動詞
2,しん,シン,名詞
2,生涯,ショーガイ,名詞
2,初対面,ショタイメン,名詞
2,試験,シケン,名詞
2,キャラ,キャラ,名詞
2,ガーン,ガーン,感動詞
2,荒っぽい,アラッポイ,形容詞
2,星座,セイザ,名詞
2,日数,ニッスー,名詞
2,カード,カード,名詞
2,生活,セイカツ,名詞
2,カンパ,カンパ,名詞
2,レジ,レジ,名詞
2,ノミ,ノミ,名詞
2,ハッ,ハッ,副詞
2,ドン,ドン,副詞
2,文字,モジ,名詞
2,メシ,メシ,名詞
2,男前,オトコマエ,名詞
2,マネ,マネ,名詞
2,育てる,ソダテル,動詞
2,プロ,プロ,名詞
2,フッ,フッ,副詞
2,思いっきり,オモイッキリ,副詞
2,ヒト,ヒト,名詞
2,バレ,バレ,動詞
2,詮索,センサク,名詞
2,キス,キス,名詞
2,クソ,クソ,接頭詞
2,こなせる,コナセル,動詞
2,イス,イス,名詞
2,待ちこがれ,マチコガレ,動詞
2,タダ,タダ,名詞
2,書き,ガキ,名詞
2,書け,カケ,動詞
2,ろう,ロー,名詞
2,わし,ワシ,名詞
2,もっ,モッ,動詞
2,よせ,ヨセ,名詞
2,に関して,ニカンシテ,助詞
2,映像,エイゾー,名詞
2,よい,ヨイ,形容詞
2,いがみ合う,イガミアウ,動詞
2,保証,ホショー,名詞
2,いちばん,イチバン,名詞
2,ラヴェル,ラベル,名詞
2,指導,シドー,名詞
2,小さかっ,チーサカッ,形容詞
2,ファンクラブ,ファンクラブ,名詞
2,全国,ゼンコク,名詞
2,招待,ショータイ,名詞
2,いっしょ,イッショ,名詞
2,兄妹,キョーダイ,名詞
2,剥がれ,ハガレ,動詞
2,偽者,ニセモノ,名詞
2,転換,テンカン,名詞
2,いっつも,イッツモ,副詞
2,信じろ,シンジロ,動詞
2,信じる,シンジル,動詞
2,たまたま,タマタマ,副詞
2,いつしか,イツシカ,副詞
2,挿入,ソーニュー,名詞
2,抵抗,テイコー,名詞
2,おもしろく,オモシロク,形容詞
2,転校,テンコー,名詞
2,候補,コーホ,名詞
2,勤め,ツトメ,動詞
2,痛め,イタメ,動詞
2,らしく,ラシク,助動詞
2,勝て,カテ,動詞
2,勢い,イキオイ,名詞
2,動き,ウゴキ,名詞
2,意識,イシキ,名詞
2,過ぎ,スギ,動詞
2,引き受け,ヒキウケ,動詞
2,運ん,ハコン,動詞
2,もしも,モシモ,副詞
2,違っ,チガッ,動詞
2,有名人,ユーメイジン,名詞
2,掛け持ち,カケモチ,名詞
2,別々,ベツベツ,名詞
2,求める,モトメル,動詞
2,起きる,オキル,動詞
2,人類,ジンルイ,名詞
2,広がっ,ヒロガッ,動詞
2,全力,ゼンリョク,名詞
2,追っ,オッ,動詞
2,もらわ,モラワ,動詞
2,揃い,ソロイ,名詞
2,入れれ,イレレ,動詞
2,もらお,モラオ,動詞
2,取り合っ,トリアッ,動詞
2,お待ち,オマチ,名詞
2,やたら,ヤタラ,副詞
2,描い,エガイ,動詞
2,通い,カヨイ,動詞
2,通る,トール,動詞
2,自動車,ジドーシャ,名詞
2,探そ,サガソ,動詞
2,特訓,トックン,名詞
2,控え,ヒカエ,名詞
2,進め,ススメ,動詞
2,間に合う,マニアウ,動詞
2,美味かっ,ウマカッ,形容詞
2,返る,カエル,動詞
2,間に合っ,マニアッ,動詞
